"","x1_gender","x2_seniorcitizen","x3_partner","x4_dependents","x5_tenure","x6_contract","x7_paperlessbill","x8_paymntmethod","x9_mthlycharges","x10_totalcharges","x11_phone","x12_multipleline","x13_internet","x14_onlinesecur","x15_onlinebckp","x16_devprotect","x17_techsupport","x18_streamtv","x19_streammovie","y_churn"
"6026","Female",0,"No","Yes",41,"Month-to-month","No","Bank transfer (automatic)",45.2,1841.9,"Yes","No","DSL","No","No","No","No","No","No",0
"6027","Female",0,"No","No",13,"Month-to-month","No","Credit card (automatic)",19.45,232.1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6028","Male",0,"Yes","Yes",35,"Two year","No","Bank transfer (automatic)",25.45,809.25,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6029","Male",0,"Yes","No",12,"Month-to-month","No","Bank transfer (automatic)",80.85,866.45,"Yes","No","Fiber optic","Yes","No","No","Yes","No","No",1
"6030","Male",0,"No","No",4,"Month-to-month","Yes","Mailed check",94.9,360.55,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes",0
"6031","Female",0,"No","No",43,"Month-to-month","Yes","Bank transfer (automatic)",49.05,2076.2,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes",1
"6032","Female",1,"Yes","Yes",12,"Month-to-month","Yes","Mailed check",29.3,355.9,"No","No phone service","DSL","No","No","No","Yes","No","No",0
"6033","Male",1,"Yes","No",68,"Month-to-month","Yes","Electronic check",105.3,7299.65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes",1
"6034","Male",1,"No","No",25,"Month-to-month","Yes","Electronic check",88.95,2291.2,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No",1
"6035","Female",0,"No","No",7,"One year","No","Mailed check",20.25,129.15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6036","Male",1,"Yes","No",66,"One year","Yes","Electronic check",110.85,7491.75,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes",1
"6037","Female",0,"Yes","No",53,"One year","No","Electronic check",110.5,5835.5,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"6038","Male",1,"No","No",63,"Month-to-month","Yes","Bank transfer (automatic)",109.4,7031.45,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes",0
"6039","Female",0,"Yes","Yes",70,"Two year","Yes","Bank transfer (automatic)",114.2,7723.9,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",1
"6040","Male",1,"Yes","No",27,"Month-to-month","No","Bank transfer (automatic)",36.5,1032,"No","No phone service","DSL","No","No","No","No","No","Yes",1
"6041","Female",0,"No","No",1,"Month-to-month","No","Mailed check",70.75,70.75,"Yes","No","Fiber optic","No","No","No","No","No","No",1
"6042","Female",0,"No","No",5,"Month-to-month","No","Mailed check",19.95,109.6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6043","Female",1,"Yes","No",37,"One year","No","Mailed check",19.6,727.8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6044","Male",0,"No","No",3,"Month-to-month","Yes","Mailed check",40.15,130.75,"No","No phone service","DSL","No","No","Yes","No","Yes","No",1
"6045","Female",0,"No","Yes",12,"Month-to-month","Yes","Electronic check",76.6,893,"Yes","Yes","Fiber optic","No","No","No","No","No","No",0
"6046","Female",0,"Yes","Yes",38,"One year","No","Credit card (automatic)",19.6,763.1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6047","Female",0,"No","No",9,"Month-to-month","Yes","Credit card (automatic)",85.3,781.4,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes",0
"6048","Male",0,"Yes","No",13,"Month-to-month","Yes","Electronic check",65.85,902.25,"Yes","Yes","DSL","Yes","No","No","No","No","Yes",0
"6049","Male",1,"Yes","No",29,"Month-to-month","Yes","Electronic check",94.45,2653.65,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes",1
"6050","Female",0,"Yes","Yes",47,"Two year","No","Credit card (automatic)",20.05,1016.7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6051","Male",0,"Yes","No",61,"Month-to-month","No","Bank transfer (automatic)",99.4,5943.65,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","No",0
"6052","Male",0,"No","No",16,"Month-to-month","No","Mailed check",20,275.7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6053","Female",0,"Yes","Yes",41,"Two year","No","Electronic check",78.45,3126.45,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes",0
"6054","Female",0,"No","Yes",43,"Two year","Yes","Electronic check",25.1,1070.15,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6055","Female",0,"Yes","Yes",36,"Month-to-month","Yes","Bank transfer (automatic)",97.35,3457.9,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No",1
"6056","Female",0,"No","No",6,"Month-to-month","Yes","Electronic check",55,340.4,"Yes","No","DSL","No","No","No","No","No","Yes",0
"6057","Female",0,"No","No",58,"One year","Yes","Credit card (automatic)",71.1,4299.2,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No",0
"6058","Male",0,"No","No",19,"Month-to-month","Yes","Credit card (automatic)",61.55,1093.2,"Yes","No","DSL","No","No","No","Yes","Yes","No",0
"6059","Male",0,"Yes","No",11,"Month-to-month","Yes","Bank transfer (automatic)",45.9,521.9,"Yes","No","DSL","No","No","No","No","No","No",0
"6060","Female",0,"No","No",39,"One year","Yes","Bank transfer (automatic)",40.3,1630.4,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No",0
"6061","Female",1,"No","No",8,"Month-to-month","Yes","Electronic check",87.1,713.6,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No",0
"6062","Female",0,"No","Yes",26,"Month-to-month","Yes","Mailed check",49.5,1265.65,"Yes","Yes","DSL","No","No","No","No","No","No",0
"6063","Female",1,"No","No",53,"Month-to-month","Yes","Credit card (automatic)",73.8,4003.85,"Yes","No","Fiber optic","No","Yes","No","No","No","No",0
"6064","Female",0,"Yes","Yes",70,"Two year","Yes","Mailed check",19.2,1401.4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6065","Male",0,"No","No",1,"Month-to-month","Yes","Mailed check",45.3,45.3,"No","No phone service","DSL","No","No","No","No","Yes","Yes",1
"6066","Male",0,"No","No",59,"Two year","No","Mailed check",25,1510.5,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6067","Male",0,"No","No",2,"Month-to-month","No","Electronic check",94.95,178.1,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes",1
"6068","Male",0,"No","No",7,"One year","No","Mailed check",35.3,264.8,"No","No phone service","DSL","Yes","No","Yes","No","No","No",0
"6069","Female",0,"No","Yes",12,"Month-to-month","Yes","Electronic check",44.55,480.6,"Yes","No","DSL","No","No","No","No","No","No",1
"6070","Male",0,"Yes","Yes",59,"One year","No","Credit card (automatic)",76.75,4541.9,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes",0
"6071","Male",0,"Yes","Yes",61,"Two year","Yes","Bank transfer (automatic)",81,4976.15,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes",0
"6072","Male",0,"Yes","Yes",72,"Two year","Yes","Bank transfer (automatic)",105.55,7542.25,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes",0
"6073","Female",0,"Yes","Yes",13,"Month-to-month","No","Mailed check",18.8,251.25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6074","Female",0,"Yes","Yes",64,"One year","No","Mailed check",24.9,1595.5,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6075","Male",0,"Yes","No",1,"Month-to-month","Yes","Electronic check",23.45,23.45,"No","No phone service","DSL","No","No","No","No","No","No",1
"6076","Female",0,"No","No",10,"One year","No","Mailed check",64.9,685.55,"Yes","No","DSL","No","Yes","No","Yes","No","Yes",0
"6077","Female",0,"Yes","Yes",65,"One year","No","Bank transfer (automatic)",61.35,3874.1,"Yes","No","DSL","Yes","Yes","Yes","No","No","No",0
"6078","Female",0,"Yes","No",62,"Two year","No","Mailed check",113.95,6891.4,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"6079","Female",0,"Yes","No",55,"One year","Yes","Electronic check",90.15,4916.95,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes",0
"6080","Female",0,"Yes","No",25,"Month-to-month","No","Electronic check",54.1,1373,"Yes","Yes","DSL","No","Yes","No","No","No","No",0
"6081","Male",0,"No","No",1,"Month-to-month","No","Mailed check",29.7,29.7,"No","No phone service","DSL","Yes","No","No","No","No","No",1
"6082","Male",0,"No","No",1,"Month-to-month","Yes","Credit card (automatic)",49.8,49.8,"Yes","No","DSL","Yes","No","No","No","No","No",0
"6083","Female",0,"Yes","No",59,"Month-to-month","No","Electronic check",101.1,6039.9,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes",1
"6084","Male",1,"Yes","Yes",64,"Two year","Yes","Bank transfer (automatic)",24.4,1548.65,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6085","Male",0,"Yes","No",36,"Month-to-month","Yes","Bank transfer (automatic)",95,3440.25,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes",0
"6086","Female",0,"No","No",3,"Month-to-month","Yes","Mailed check",50.65,151.3,"Yes","Yes","DSL","No","No","No","No","No","No",1
"6087","Male",0,"Yes","No",61,"Two year","Yes","Mailed check",69.9,4226.7,"Yes","Yes","DSL","Yes","No","Yes","No","No","Yes",0
"6088","Male",0,"No","Yes",26,"One year","Yes","Bank transfer (automatic)",39.95,1023.75,"No","No phone service","DSL","No","Yes","No","No","Yes","No",0
"6089","Female",0,"No","No",1,"Month-to-month","Yes","Electronic check",55.4,55.4,"Yes","No","DSL","No","No","No","No","No","Yes",1
"6090","Female",1,"Yes","No",1,"Month-to-month","Yes","Electronic check",90.6,90.6,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No",1
"6091","Male",0,"Yes","Yes",68,"Two year","Yes","Credit card (automatic)",103.25,7074.4,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes",0
"6092","Male",1,"Yes","No",2,"Month-to-month","Yes","Mailed check",86.85,156.35,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No",1
"6093","Female",0,"Yes","No",72,"Two year","Yes","Bank transfer (automatic)",94.25,6849.75,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No",0
"6094","Female",0,"Yes","No",71,"Two year","Yes","Electronic check",47.05,3263.6,"No","No phone service","DSL","No","No","Yes","Yes","No","Yes",0
"6095","Male",0,"No","No",57,"Two year","No","Credit card (automatic)",20.55,1252.85,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6096","Male",0,"No","No",4,"Month-to-month","Yes","Mailed check",19.65,67.55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6097","Female",1,"No","No",1,"Month-to-month","Yes","Electronic check",70.2,70.2,"Yes","No","Fiber optic","No","No","No","No","No","No",0
"6098","Male",0,"Yes","Yes",72,"Two year","No","Credit card (automatic)",81,5750,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes",0
"6099","Male",0,"Yes","Yes",21,"One year","Yes","Bank transfer (automatic)",75.9,1549.75,"Yes","Yes","DSL","Yes","No","No","No","Yes","Yes",0
"6100","Female",0,"Yes","Yes",71,"Two year","No","Bank transfer (automatic)",24.7,1810.55,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6101","Female",1,"Yes","No",29,"Month-to-month","Yes","Bank transfer (automatic)",99.05,2952.85,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes",1
"6102","Female",1,"No","No",69,"Two year","No","Credit card (automatic)",110.25,7467.55,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes",0
"6103","Female",0,"Yes","No",64,"Two year","Yes","Credit card (automatic)",85,5484.4,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes",0
"6104","Male",0,"No","No",16,"Month-to-month","No","Credit card (automatic)",19.75,294.9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6105","Female",0,"No","No",4,"One year","No","Electronic check",23.9,97.5,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6106","Female",0,"No","No",52,"One year","Yes","Credit card (automatic)",111.25,5916.45,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes",1
"6107","Male",0,"No","No",2,"Month-to-month","Yes","Mailed check",55.1,113.35,"Yes","No","DSL","Yes","No","Yes","No","No","No",1
"6108","Male",0,"No","No",1,"Month-to-month","No","Mailed check",19.95,19.95,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6109","Male",0,"No","No",18,"Month-to-month","No","Mailed check",25.15,476.8,"No","No phone service","DSL","No","No","No","No","No","No",0
"6110","Female",0,"No","No",2,"Month-to-month","No","Mailed check",54.15,101.65,"Yes","Yes","DSL","No","Yes","No","No","No","No",0
"6111","Female",0,"Yes","No",19,"Month-to-month","Yes","Mailed check",59.8,1130.85,"Yes","No","DSL","No","Yes","No","No","No","Yes",0
"6112","Female",0,"No","No",40,"Month-to-month","No","Bank transfer (automatic)",83.85,3532.25,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes",0
"6113","Female",1,"Yes","Yes",66,"One year","Yes","Electronic check",104.9,6891.45,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes",0
"6114","Male",0,"No","No",21,"Month-to-month","No","Mailed check",75.3,1570.7,"Yes","Yes","Fiber optic","No","No","No","No","No","No",0
"6115","Male",0,"No","No",8,"Month-to-month","Yes","Electronic check",66.65,520.95,"Yes","No","DSL","No","Yes","No","Yes","Yes","No",0
"6116","Female",0,"Yes","Yes",72,"Two year","Yes","Credit card (automatic)",109.5,7854.9,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"6117","Female",0,"No","No",48,"One year","Yes","Bank transfer (automatic)",73.85,3581.4,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No",0
"6118","Male",0,"No","No",69,"Two year","Yes","Bank transfer (automatic)",19.3,1447.9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"6119","Male",0,"No","No",72,"Two year","Yes","Electronic check",118.2,8547.15,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"6120","Female",0,"No","No",14,"One year","No","Credit card (automatic)",51.45,727.85,"Yes","No","DSL","No","Yes","No","No","No","No",0
"6121","Male",0,"No","No",6,"Month-to-month","No","Electronic check",59.45,357.6,"Yes","No","DSL","No","Yes","No","No","Yes","No",0
